a,b,verdict,basis,repair
ai-koomu-kaizen-nyumon,individual-education-plan-writing-guide,RELATED_BUT_DISTINCT,"IEP側の「生成AIへの入力は避ける」は1段落の禁止方針とリンクのみで、匿名加工情報・仮名加工情報・要配慮個人情報の法的整理はkoomuの校務ゲート2にしか存在しない。逆にkoomu側は計画文書の書き方を一切持たない。委譲リンクだけで本文が残っている状態にはなっていない。","-"
ai-koomu-kaizen-nyumon,reasonable-accommodation-school-record,DISTINCT,"校務側は生成AIの利用可否・入力情報・人の確認という4ゲートと判断シート。配慮記録側は「配慮記録の6欄」「書き換え表：避けたい書き方から、よい書き方へ」「困難さの欄は、推測ではなく観察できた事実で書く」が資産で、外部入力の線引きは「記録に含まれる個人情報の扱い」で校務ゲート2へ一行委譲。判断も様式も共有していない。","-"
ai-koomu-kaizen-nyumon,special-needs-behavior-record-guide,RELATED_BUT_DISTINCT,"行動記録側は「記録の本文は、外部サービスに入力しない」の3行だけを残し、入力可否の線引きと氏名を伏せても特定される理由は校務ゲート2へ委譲。校務側も「どの業務でも、行動記録を材料にするときは記録の本文をそのまま渡しません。記録の取り方そのものは[行動記録]で扱っています」と書き、記録の取り方は一切持っていない。","-"
ai-koomu-kaizen-nyumon,special-needs-ict-reasonable-accommodation,DISTINCT,"校務ゲート側は「入力を始める前に決めるのは、この4つ」で生成AIへの入力可否を、配慮側は「「読み上げを使わせてよいか」は、二つの問いに分かれている」でアクセス保障か教育課程上の指導かの仕分けを扱う。配慮側に生成AIの記述はなく、共有する判断基準・様式もない。","-"
ai-koomu-kaizen-nyumon,special-needs-ict-support-tools-checklist,DISTINCT,"読者ジョブが別（自分の担当校務でAIを使うか／目の前の子の参加できていない場面に合うツールを選ぶか）。ツール記事のAI言及は目的別分類表の下の1行「教材準備に生成AIを使う場合…線引きは校務ゲート2で扱っています」だけで、入力可否の判断表は持たない。koomu側にツール分類・候補比較シート・試用条件は無い。","-"
ai-koomu-kaizen-nyumon,special-needs-parent-collaboration,RELATED_BUT_DISTINCT,"個人情報保護法第69条に双方が触れるが役割が別。校務側は校務ゲート2で「氏名を消しても個人情報のまま」「匿名加工情報・仮名加工情報」「要配慮個人情報」を法的整理として所有し、第69条は生成AIへの入力可否の枠組みとして一文だけ引く。面談側は「面談で聞いた情報を校外へ出すときの区分」で公立／私立／国立・公立大学法人立の設置形態別に第69条と第27条を振り分け、児童虐待防止法第6条の通告義務まで扱う（AI入力ではなく校外提供の可否）。面談側は末尾で生成AIへの入力を校務ゲート2へ明示委譲している。","-"
ai-koomu-kaizen-nyumon,special-needs-visual-schedule-support,DISTINCT,"視覚支援記事には「生成AI」「校務」「外部サービス」の語がgrepで1件も出ず、扱うのは「形式・情報量・提示位置を先に決める」「予定変更を、同じ視覚的手段で伝え直す」「視覚支援の見直し記録シート」。校務ゲートと接点が無い。","-"
chatgpt-tsuchihyo-shoken,digital-textbook-introduction-school-changes,DISTINCT,"所見側は「名簿を見ながら、使わない子を先に決める」の3軸と「所見AI利用メモ」、教科書側は「4段階の記録」シートと紙／デジタル選択欄。読者ジョブ（学期末の所見執筆／初回単元の組み立て）も一次資料も別。","-"
chatgpt-tsuchihyo-shoken,education-ai-service-checklist-before-use,DISTINCT,"所見記事は「名簿を見ながら、使わない子を先に決める」の3軸（匿名化で骨組みが残るか／保護者との関係／書けない理由が時間か材料か）という対象単位の判定で、サービス単位の一次判定（二次利用の既定値・生成物の権利・管理者設定）は一切扱わない。相互リンクも無い。","-"
chatgpt-tsuchihyo-shoken,free-ict-tools-safety-checklist,RELATED_BUT_DISTINCT,"所見側は「入力してよい情報かどうかは、校務全体の線引きに従う」の節で、校内の確認経路を free-ict の「Gate 1：学校・設置者のルール上、使えるか」へ明示委譲し、自分は所見固有の1点（特別支援学級・通級の在籍が支援内容と配慮の組み合わせで絞り込まれる）と「最終確認は校内の決裁の流れ」だけを残している。無料ツール側は児童生徒に使わせる外部サービスの5ゲートで、所見の判断は一切扱わない。片方向の委譲で本文の重複なし。","-"
chatgpt-tsuchihyo-shoken,giga-device-lesson-use-guide,DISTINCT,"前者は所見の下書きに生成AIを使う子・使わない子の判定と「所見AI利用メモ」、後者は「授業前チェック表」「状況別：まず確認すること・代替案・引き継ぎ目安」と授業当日の端末トラブル判断。読者ジョブ・資産とも無関係で相互リンクも無い。","-"
chatgpt-tsuchihyo-shoken,google-forms-school-use-guide,DISTINCT,"両者とも「氏名を消しても特定されうる」を前提に触れるが、いずれも法令上の整理は校務ゲート2へ委譲済み（所見側「入力してよい情報かどうかは、校務全体の線引きに従う」、フォーム側「無記名は匿名ではない」内の引用）。所見側の固有資産は「特別支援学級・通級指導教室の所見は…在籍者が絞り込まれます」という所見限定の注意と依頼文4ケース、フォーム側は配布前設計シート。重複所有なし。","-"
chatgpt-tsuchihyo-shoken,individual-education-plan-writing-guide,DISTINCT,"同じ「子どもについての評価文を書く」領域だが、所見記事は通知表所見にAIを通す子・通さない子の判定と入力前／提出前チェックのみ。IEP側の評価欄は「次の担当者への申し送り」として4観点（到達度・有効だった支援・難しかった場面・次期への引き継ぎ）を持ち、AI利用には触れていない。共有チェックリストも相互リンクも無い。","-"
chatgpt-tsuchihyo-shoken,reasonable-accommodation-school-record,RELATED_BUT_DISTINCT,"「苦手」という語を避ける言い換えという点だけが隣接。所見側のケース④は保護者向け通知表所見の依頼文で、確認事項は「言い換えた結果、支援が必要な状態そのものが文章から消えていないか」。配慮記録側の「書き換え表」と「推測が混じった書き方／観察できた事実に置き換えた書き方」の表は、引き継ぎ用の内部記録を対象に、主語を本人から場面と学校の行為へ移すためのもので方向が逆（柔らかくするのではなく事実へ戻す）。様式も対象文書も別で、重複所有はない。","-"
chatgpt-tsuchihyo-shoken,special-needs-behavior-record-guide,RELATED_BUT_DISTINCT,"所見側で観察事実に触れるのは「診断名・障害名を、観察した行動の事実の記述に置き換えた」という入力前チェックの1項目と、③書けない理由が材料なら「必要なのはAIではなく日々の記録の見直しです」の一文のみで、記録の取り方の基準・様式は持たない。行動記録側は「記録の粒度をどう決めるか」3基準とABCシートを所有し、生成AIについては外部入力禁止の1節だけ。重複所有は無い（所見側から行動記録への導線が無い点は導線上の弱さで、重複ではない）。","-"
chatgpt-tsuchihyo-shoken,special-needs-ict-reasonable-accommodation,DISTINCT,"所見側の「ケース④：特別支援教育での配慮ある表現に直したい」は所見文の言い回しの修正依頼であり、配慮側の「アクセスの保障か、力そのものを育てる指導か」という位置づけの仕分けとは別の問い。配慮側の「評価場面で使ってよいかの仕分け表」も所見側には存在しない。","-"
chatgpt-tsuchihyo-shoken,special-needs-ict-support-tools-checklist,DISTINCT,"所見記事のケース④「特別支援教育での配慮ある表現に直したい」は依頼文（プロンプト）の例であって、支援ツールの目的別分類・候補比較シート・試用条件とは対象が違う。所見記事から支援ツール記事へは末尾の関連記事1行のみで、分類表の持ち込みは無い。","-"
chatgpt-tsuchihyo-shoken,special-needs-parent-collaboration,DISTINCT,"所見側は学期末に名簿単位でAIを使う／使わないを分ける判定と所見AI利用メモ。面談側は「面談1回分を、記録が閉じるところまで運ぶ」で、即答しない判断手順と保留事項の1件1行管理が資産。共有する様式・チェックリスト・一次資料はない。","-"
chatgpt-tsuchihyo-shoken,special-needs-visual-schedule-support,DISTINCT,"前者は通知表所見の生成AI利用可否、後者は「最初の1枚をどの場面から作るか」以下の視覚的見通し支援の設計・変更・見直し。共有する判断も様式も無く、相互リンクも無い。","-"
digital-textbook-introduction-school-changes,education-ai-service-checklist-before-use,DISTINCT,"教科書側は「「デジタル教科書」と呼ばれるものの区別」から段階4の「続ける・変える・やめる」判定まで、学級・単元の運用が対象。サービス側は「一次判定で見るAI固有の3点」（二次利用の既定値／生成物の権利／管理者設定とログイン方式）で外部AIサービスの候補化が対象。共有資産なし。","-"
digital-textbook-introduction-school-changes,free-ict-tools-safety-checklist,DISTINCT,"デジタル教科書側の「段階1：導入前に、校内で誰に何を聞くか」は正式採用教材のライセンス・アカウント・ビューアについて相手別（同僚／情報担当／管理職／教育委員会）に聞く内容を並べたもの。free-ictのGate 1は未承認の外部サービスについて『全国共通の確認順序はありません』と経路を固定しない立場で、判定語もUSE/HOLD/DO NOT USE。対象も判定様式も別で、相互リンクも無い。","-"
digital-textbook-introduction-school-changes,giga-device-lesson-use-guide,RELATED_BUT_DISTINCT,"デジタル教科書側の「段階2：初回授業前に確かめる、デジタル教科書に固有の項目」は冒頭で「端末そのものの充電・起動・ネットワーク・持ち帰りといった一般の授業前チェックとトラブル対応は giga が扱います」と宣言し、残した項目はライセンス範囲・ビューア起動・最初の機能を一つに絞る・紙と併用する範囲と、実際にDT固有。端末側の「授業前チェック表」10項目にDT項目はなく、逆に「端末を使わない方がよい場面」から紙とデジタルの使い分けをDT側へ委譲している。双方向の委譲が本文レベルで成立。","-"
digital-textbook-introduction-school-changes,google-forms-school-use-guide,DISTINCT,"前者は「段階1：導入前に、校内で誰に何を聞くか」〜「段階4：授業後に『続ける・変える・やめる』を決める」の単元運用、後者は「権限は2か所、消す場所は最大3か所」等のフォーム固有設計。校内確認先の相手表は前者がライセンス・アカウント・同時アクセス、後者が分掌・管理者設定と内容が別。","-"
digital-textbook-introduction-school-changes,individual-education-plan-writing-guide,RELATED_BUT_DISTINCT,"教科書側は段階1の本文で「個人情報の共有範囲・保管・廃棄をどう決めて記録するかは、個別の教育支援計画・個別の指導計画の書き方にまとめています」と一行委譲し、自記事には共有範囲・保管・廃棄の節を持たない。計画側の「この文書を、誰まで共有し・どう保管し・どう捨てるか」が単独所有。教科書側は「記録の様式は扱いません」とも明記しており、隣接するが資産は分離。","-"
digital-textbook-introduction-school-changes,reasonable-accommodation-school-record,RELATED_BUT_DISTINCT,"デジタル教科書側は段階2で「合理的配慮として記録に残す手順は…書き換え表に沿ってください。この記事では記録の様式は扱いません」と明記し、実際に配慮記録の欄も書き換え表も持っていない。自前の資産はシートA（4段階）とシートB（紙／デジタルの選択理由）で、配慮記録とは別物。","-"
digital-textbook-introduction-school-changes,special-needs-behavior-record-guide,DISTINCT,"DT側は単元を組む4段階（校内確認→初回授業前→授業中の6観点→続ける・変える・やめる）と記録シートA／B。行動記録側は個の行動をABCで残す粒度設計と共有・相談の順番。観察の単位（学級・単元 vs 個人・場面）も様式も重ならない。","-"
digital-textbook-introduction-school-changes,special-needs-ict-reasonable-accommodation,RELATED_BUT_DISTINCT,"デジタル教科書側は「配慮が必要な児童生徒について、どの機能をどの場面で使うかを決めたうえで合理的配慮として記録に残す手順は[合理的配慮の記録の書き方]に沿ってください。この記事では記録の様式は扱いません」と明記し、シートBの「配慮が必要な子への対応」行も紙／デジタルの選択理由を書く欄にとどまる。仕分け（配慮か指導か）と「評価場面で使ってよいかの仕分け表」は後者が単独所有。","-"
digital-textbook-introduction-school-changes,special-needs-ict-support-tools-checklist,RELATED_BUT_DISTINCT,"教科書側は「この記事では機能の分類は繰り返しません」と明記し、実際に目的別分類の表は存在しない。判定表は両記事にあるが単位が違う——教科書側「段階4」は学級・単元単位（続ける／変える（組み立て）／変える（その子）／この単元ではやめる）で、判定行のなかで「機能の選び直しは支援ツールを選ぶ手順に沿って行う」と送っている。ツール側「観察した事実から、続ける／調整する／やめるを決める」は児童生徒1人×1ツール単位。観察項目も教科書側は「開くまで／該当ページへの到達」等の学級運営指標で別物。","-"
digital-textbook-introduction-school-changes,special-needs-parent-collaboration,DISTINCT,"デジタル教科書側の保護者への言及は段階1の表の管理職行「保護者への説明（家庭での利用、目の健康への配慮を含む）」の1マスのみ。面談の事前整理・出所別の記録・即答回避の判断手順・記録シートはどれも持っていない。共有チェックリストなし。","-"
digital-textbook-introduction-school-changes,special-needs-visual-schedule-support,DISTINCT,"DT側は学習者用デジタル教科書の単元導入判定、視覚支援側はスケジュール・手順表の形式選択と予定変更の3点セット。DT側が特別支援に触れるのは「変える（その子に合わせる）」の一行で、そこも支援ツール選定手順へ委譲している。共有資産なし。","-"
education-ai-service-checklist-before-use,free-ict-tools-safety-checklist,RELATED_BUT_DISTINCT,"AI側の「この記事が引き受けない判断」表が、確認経路＝Gate 1、アカウント・年齢＝Gate 2、外部送信・公開＝Gate 3/4、回収削除＝Gate 5、無料かどうかの扱い＝当該節、と5項目すべてを無料ICT側へ名指しで委譲。逆に無料ICT側の「規約のどの条項を、誰に渡すか」は『規約のどの領域を見るかの一覧は[AIサービス記事]にまとめてある』として一覧を持たず、拾ったあとの渡し先だけを扱う。シートも一次判定（候補にする／保留／候補にしない）とゲート判定（USE／HOLD／DO NOT USE）で目的が別。","-"
education-ai-service-checklist-before-use,giga-device-lesson-use-guide,DISTINCT,"サービス側は「候補に載せるかどうかだけを、その場で決める」一次判定、端末側は「前日までに実機で確かめること」の授業前チェック表10項目と「何分で代替に切り替えるか」の切り上げ基準。端末側は関連記事で「AIサービスを候補に載せてよいかの一次判定」として送るのみで、規約・二次利用の記述を持たない。","-"
education-ai-service-checklist-before-use,google-forms-school-use-guide,RELATED_BUT_DISTINCT,"フォーム記事は冒頭「扱わないもの」でAIサービス記事とfree-ictへ導入前確認・Gate 3/5を明示的に出したうえで、「Googleフォーム固有の部分、つまりオーナー移管の可否と、権限・削除の対象が複数あることだけを扱います」と範囲を絞っている。実際にフォーム側の資産（ログイン要求可否を起点にした5決定、無記名は匿名ではない、権限2か所・消す場所最大3か所）はAI記事に無く、規約の見どころ一覧はAI記事のみが所有。","-"
education-ai-service-checklist-before-use,individual-education-plan-writing-guide,DISTINCT,"AIサービス側は「候補に載せるかどうかだけを、その場で決める」一次判定シート（二次利用の既定値・生成物の権利・管理者設定）。計画側は2つの計画の違い・引き継ぎテスト／評価テスト・共有引継ぎ前チェックリストが資産で、AIには「生成ARIへの入力は避ける」の1節のみを置き ai-koomu へ委譲。判断も様式も重ならない。","-"
education-ai-service-checklist-before-use,reasonable-accommodation-school-record,DISTINCT,"前者はサービスの規約・二次利用の既定値・生成物の権利を見る「AIサービス一次判定シート」、後者は「配慮記録の6欄」と学習面・環境面・評価面の書き換え表。読者ジョブ・一次資料（利用規約 対 対応指針）とも無関係で相互リンクも無い。","-"
education-ai-service-checklist-before-use,special-needs-behavior-record-guide,DISTINCT,"行動記録側の外部サービスへの言及は「記録の本文は、外部サービスに入力しない」の一節のみで、入力可否の線引きは校務ゲート2へ委譲済み。サービス側は規約の見どころ一覧と一次判定シートを所有。ABC記録様式と一次判定シートに共通項はない。","-"
education-ai-service-checklist-before-use,special-needs-ict-reasonable-accommodation,DISTINCT,"読者ジョブが完全に別（AIサービスを導入候補に載せるかの一次判定／読み上げ等の利用を合理的配慮か教育課程上の指導かに仕分けて計画・評価場面へつなぐ）。仕分け表（肩代わりする力と評価の重なり）と一次判定シートに共通項目は無く、相互リンクも無い。","-"
education-ai-service-checklist-before-use,special-needs-ict-support-tools-checklist,RELATED_BUT_DISTINCT,"どちらも「このツールを採るか」の比較様式を持つが軸が別物。AIサービス側は「この記事が引き受けない判断」の表で校内確認・アカウント・外部送信・回収削除を free-ict へ、入力可否を ai-koomu へ振り、残る軸は入力の二次利用と既定値・生成物の権利・管理者設定とログイン方式の3点のみ。支援ツール側の「候補比較シート」の軸は本人が自分で操作できたか・抵抗を示さなかったか・OS標準機能との干渉・通信が使えないときの代替・書き出し可否で、前提確認は「使ってよいかの確認と、本人に合うかの判断を分ける」で free-ict へ委譲済み。共有チェックリストはない。","-"
education-ai-service-checklist-before-use,special-needs-parent-collaboration,DISTINCT,"前者は導入候補に載せるかの一次判定のみ（「候補に載せるかどうかだけを、その場で決める」）。後者は「面談1回分を、記録が閉じるところまで運ぶ」で、個人情報の論点も面談情報の校外提供（第27条・第69条の区分表）に限定され、外部サービスの規約確認は扱わない。","-"
education-ai-service-checklist-before-use,special-needs-visual-schedule-support,DISTINCT,"視覚支援側は「形式・情報量・提示位置を先に決める」と「視覚支援の見直し記録シート」が資産で、外部サービスの規約・アカウント・二次利用に関する記述を持たない。架空例も、視覚支援側は同一事例の2回分の記入、サービス側は保留判定で止まる一次判定と目的が別。","-"
free-ict-tools-safety-checklist,giga-device-lesson-use-guide,RELATED_BUT_DISTINCT,"giga側の「教員が自分で確認してよい範囲」は学校管理端末で教員がどこまで触ってよいか（表示を見るまで／パスワードリセット等は依頼）で、free-ictのGate 1（設置者のルール上そのサービスを使えるかの確認経路）とは対象が違う。giga側は授業後チェック表の下で「成果物や学習履歴の保存先・共有範囲・削除の判断は…free-ictにまとめています」と外部サービス側の判断を委譲済み。","-"
free-ict-tools-safety-checklist,google-forms-school-use-guide,RELATED_BUT_DISTINCT,"フォーム側は「配る前に決める判断だけを扱います」の除外リストで、外部に出るか・回収削除（保管期間・個人アカウントの扱いを含む）を free-ict の Gate 3・Gate 5 へ、法令上の区分を校務ゲート2へ委譲。残した資産はGoogle固有で、「ログインを要求できる相手か」（ログイン要求がファイル提出と1回制限の可否を決める依存関係）、「無記名は匿名ではない」、「権限は2か所、消す場所は最大3か所」、確認日つきの公式ヘルプ挙動。free-ict 側の Gate 4・Gate 5 はサービス一般の判定語（USE／HOLD／DO NOT USE）で、フォーム固有の記述は持っていない。","（任意）フォーム側の除外リストが「外部サービスを学校で使ってよいかの導入前確認」の行き先を education-ai-service-checklist-before-use にしているが、その記事自身は当該判断を free-ict の Gate 1 へ委譲している。行き先を free-ict の Gate 1 に付け替える。"
free-ict-tools-safety-checklist,individual-education-plan-writing-guide,RELATED_BUT_DISTINCT,"計画側は「この文書を、誰まで共有し・どう保管し・どう捨てるか」で共有範囲・保存場所・校外に出る場面・廃棄を所有し、外部サービスについては「生成AIへの入力は避ける」の1節で校務判断ガイドへ送る。無料ICT側は Gate 3 で要配慮個人情報が外部へ出るかだけを見て、法的整理は校務ゲート2へ委譲。同じ「障害・診断名・支援内容」の語が両方に出るが、一方は校内の共有範囲、他方は外部送信の可否という別の問いに使われている。","-"
free-ict-tools-safety-checklist,reasonable-accommodation-school-record,DISTINCT,"無料ツール側は Gate 1〜5（学校のルール／アカウント／外部送信／公開共有／回収削除）と USE・HOLD・DO NOT USE の判定、配慮記録側は「配慮記録の6欄」と「書き換え表：避けたい書き方から、よい書き方へ」。読者ジョブも様式もまったく重ならず、相互リンクもない。","-"
